DATE,GAC,NOC,SHC,UOC,DTC,IVC,PPC,PRC,NEC,AWC,GAF,NOF,SHF,UOF,DTF,IVF,PPF,PRF,NEF,AWF,CEF
Aug-93,-0.3,3.1,0.1,-8.9,-10.4,-4.9,8.5,-7.3,-13.5,-7.9,39.7,41.8,39.4,6.5,-4,-12.9,40.1,20.1,0.9,11.8,16.1
Sep-93,7.3,10.2,10.5,-13.1,-8.3,-2.8,12.4,-6.3,-7.2,-5.2,37.2,36.6,39.5,9.5,1.9,-7.2,36,13.1,-3,5.8,18.2
Oct-93,8.9,9.6,10.9,-1.1,0.8,-6.9,3,-6.7,5.3,-3.8,42.3,43.8,44,23,-3.4,-7.8,47,19.5,13.4,18.3,23.5
Nov-93,18.9,21.8,10.8,2,-4.7,1.7,11.8,-1.2,-5.3,-7.6,34.5,39.9,38.3,3.5,-11.6,-12,23.7,14.4,2.1,15,30.9
Dec-93,41.4,31.3,44.4,-0.7,-4.6,-3.8,12.3,1,4,15.5,47.1,46.5,42.9,5.6,-1.5,-14.3,37,25.6,3.7,4.6,23.2
Jan-94,27.2,24.1,24.7,0,0.9,-9.7,22.7,14.5,6.3,9.8,45.5,46.2,46.9,16.8,-5.2,-0.9,38.7,21.9,11.7,9.1,21.6
Feb-94,21.3,16.9,20.6,5.4,4.2,8.1,27.7,15.1,4,11.5,36.1,31.9,34.5,0.9,-5.9,-12.2,39.4,27.4,-0.9,2.1,21.6
Mar-94,19.8,25.9,26,4.6,1.1,-2.4,15.9,9.3,4.8,14.3,45.5,43.7,40.2,8.3,-5.4,-2.9,48.4,27.6,7.2,6.7,29.6
Apr-94,16.7,22,25.5,7.4,5.8,2,33.1,9.5,9,-1.9,41.8,34.3,33.2,14.7,-2.8,11.4,40.7,16.4,3.6,7.8,23
May-94,22.1,23,36.2,4.7,6.6,9.3,28.1,11.9,5.2,11.5,32.5,28.4,32.7,4.4,-17.3,-10.1,30.8,26.1,5.6,7.6,29.5
Jun-94,25,19.7,29.8,4.8,-0.1,-7,31.5,11.5,3.4,5,29.1,32.4,34.4,-2.2,-10.3,-17.5,39.6,29.2,7.4,2.9,25.8
Jul-94,17.8,16.6,16.1,-9.3,5.4,-6.8,36.6,16,4.5,0.1,28.9,27.1,24.4,0.8,-8.5,-11,52.8,33.2,5.6,6.5,26
Aug-94,18.5,10.4,21.6,-3.5,2.4,5.6,46.1,22.9,4.3,-1.7,29.7,33.5,31.4,4.2,-10.4,0.6,55,40.5,6.3,-1.5,24.9
Sep-94,18.5,13.8,17.2,-7.1,-9.8,-6.2,44.5,16.6,2.3,-2.1,29.7,31,30.6,-1.1,-8.5,-15.9,53.6,28.2,0.5,0.3,15.3
Oct-94,26.1,20.1,24.2,-0.3,-1.1,-9.3,51.8,24.9,9.7,16.5,25.9,28.3,30.2,-4,-11.3,-17.8,49.2,27.8,11.1,0.1,23.9
Nov-94,24.7,16.5,26.8,-6.8,5.3,-3.7,54.9,22.6,10.8,11.8,27.3,27.1,26.4,6,-12.6,-9.4,48.5,31.7,-0.7,-1.3,30.9
Dec-94,23.3,14,22.8,1.9,-1.1,6,43.4,16.4,2.6,2.4,12.3,14.8,19.7,2.8,-12.7,-26.8,61.3,31.1,2.5,0.5,11.6
Jan-95,8.8,8.3,9.8,-3.4,-8.8,-13.2,54.8,23.1,1.7,-7.4,16.6,21.3,17.4,-9.7,-21.4,-26.3,46.7,31.1,-2.7,-0.1,28.2
Feb-95,9.2,10.9,25.5,-11.8,-8.7,-3.1,47.4,15.7,9.9,-0.5,8.7,10,13.6,-12,-16.2,-17.5,49.6,27,-9.7,-2.1,13.6
Mar-95,2,6.7,12.3,-12.5,-15.2,-10.1,42.3,15,0.1,-7.2,-6,-8.9,-6.3,-27.8,-29.4,-12.9,41.9,25.3,-7.8,-15.4,8.2
Apr-95,-11.1,-7.6,-2.3,-27.5,-15.7,-9.7,32.6,6.3,-18.5,-11.5,-1.1,5.3,5.4,-7.3,-13.4,-16,38.3,23.6,-8.6,-9.5,11.4
May-95,-8.5,-12.9,-2.4,-18.4,-16.7,-17.4,30.9,6.2,-14.8,-19.8,14.8,14.4,10.5,-3.4,-22.6,-19.2,31.1,11.7,-2.4,-11.4,5.3
Jun-95,-20.8,-20.5,-8.6,-28.6,-24.8,-6.3,25.7,-1,-13.8,-16.2,15.3,15.8,11.1,-7,-4.7,-12.7,32.5,22.5,-7.8,3.9,-7.7
Jul-95,-20.2,-17.1,-12.9,-42.6,-23.3,-15.6,23.1,-5.3,-20.1,-22.4,23.4,25.2,26.3,-1.9,-4.7,-9.5,21.3,14.8,0.2,6.1,11.9
Aug-95,1.2,-6.7,9.2,-14.7,-16.8,-16.9,17,-5.2,-13.4,-5.1,28.5,25.5,27.3,8.8,-0.8,-7.9,33.5,23.3,5.8,6.7,16.9
Sep-95,26.2,30.2,27.3,5.1,-7.3,-6.4,13.9,3.1,8.9,-2.6,27.4,24.3,22.4,3.4,-3,-12.3,25.2,30.1,5.7,11.8,21.5
Oct-95,21.7,16.6,15.9,-1.4,-4.9,-1.5,24.9,1,2.4,-5.3,31.6,39.8,42,9.4,0,-2,29.7,20,7.7,14.4,15.8
Nov-95,5.5,7.2,-1,-4.8,-2,1,9.9,-5.9,-3.2,-6.4,29.3,25.3,25.4,2.5,-5.2,-12.5,31.9,15.9,3.8,5.2,15.4
Dec-95,19.6,13.5,13.7,-5.3,-0.8,-15.2,2.3,-6.1,-10.9,-10.9,7.3,10.3,9.6,0.2,-14.6,-17.6,12.8,11.6,-4.9,1.7,20
Jan-96,-14.7,-16.3,10.9,-32,-9.3,-7,12.3,-7.4,-9,-9.3,23.2,13.4,17,1.8,-12.6,-25,32.1,5.5,-17.6,-12.4,6.9
Feb-96,4.8,1.3,13.3,-17.3,-12.5,-13.3,-1.2,-16,-7.9,-10.8,28.2,26.6,22.4,-1.6,-14.9,-18.5,14.3,6.1,-4.2,-3.2,17.4
Mar-96,-3.5,-1.4,-2.8,-11.9,-3.6,-12.5,-0.1,-9.3,-4.3,-13.7,19.8,19.6,17.6,3.5,0.7,-13.5,26.6,8.8,-2,-0.6,4
Apr-96,21.3,16.7,25.1,-13,-14.1,-17,11.1,-5.1,0.3,2.5,23.7,30.1,31.4,-4.5,-12,-12.5,25.3,10.9,5.7,0.8,29
May-96,19.6,24.2,27.3,-5.6,-7.8,-10.7,11.3,-3.1,3.9,4.7,28,33.4,28.2,5.7,-6.1,-3.9,27.3,17.9,8.8,7.4,20.3
Jun-96,21.2,23,26.7,6,0.7,-13,15.2,-2.6,3.1,1.6,41.7,37.6,42.6,14,-7.3,-9.7,26,17.6,10.6,9.1,16.4
Jul-96,29,26.6,33,-1.9,1.5,-6.7,11.9,-1.6,7.6,5.6,38.2,42.6,40.3,16.4,-4.3,-7.1,33.7,17.1,17.6,9.3,20.8
Aug-96,13.8,16.1,17,-1.6,-5.9,-15.7,7,-3.1,2.6,-0.7,25.6,26.8,24.9,-1.8,-8,-20.9,29.9,13.4,0.8,4.2,9.1
Sep-96,12.9,18,25.1,3.5,-3.8,-12.2,15.9,3.9,7.8,-0.1,23.2,28.9,24.5,-1.3,-14.3,-12.7,35.1,17.1,7.3,-2.8,13.9
Oct-96,8.2,10.4,12.2,-10.2,-13,-4.5,19.3,3.2,-0.4,-5.9,21.3,23.5,26.3,5.9,-5.4,-23.8,26.6,11.5,3.6,0,16.1
Nov-96,11.1,11.5,17.5,-5.7,-8.3,-12.4,13.3,-1.6,2.2,-4.5,18.5,30.2,32.2,6.2,-6.8,-6.8,29.5,11,15.5,6.6,19.4
Dec-96,8.1,11.3,12.9,-6.5,-7,-2.6,11.6,2,-0.9,1.9,32.2,32.4,29.9,-0.4,-2.2,-7.8,31.4,12.6,13.2,7.5,14
Jan-97,12.8,19.2,14.5,-10.8,-10.3,-4.5,7.8,2.3,5,6.1,26.2,37.4,38.6,1.6,-3.3,-17.4,29.4,16.7,10.5,4.2,13.4
Feb-97,16.9,18,11.9,-5.1,-5.3,-8,12.2,3.9,2.6,-0.1,27.8,36.7,36,12,9,-7.5,32.4,15.2,16.9,15.5,19.2
Mar-97,13.4,16,19.4,-9.5,-3.4,-13.2,11.7,-3.3,4.4,-0.2,23.2,30.3,32.9,4.1,-7.7,-12.5,32.2,20.7,10.4,5.7,17.2
Apr-97,6.6,9.9,15.8,-5.9,-8,-7.8,16.8,-2.1,4.8,-0.6,23.8,30,27.4,2.2,-2.9,-14.5,33.7,13.7,11.8,9.2,13.3
May-97,1.1,5.6,9.9,-6.5,-12.6,-13.5,15.3,-1.6,6.2,-2.8,15.4,9.5,16.4,-11.8,-7.5,-20.1,33.6,6.6,5.3,1.7,16.1
Jun-97,18.2,16.6,8.6,-2.3,-4.1,-5.2,13.5,0.7,8.6,-3.1,18.8,18.5,19.1,-4.2,-9,-8.9,23.3,9.8,10.7,-3.8,22.8
Jul-97,20,25,24.7,-0.4,-4.9,-6.2,17.4,3.5,5.4,-1.3,14.6,16.8,16.3,-3.6,-11.4,-15.9,19.1,11.3,9.9,3.4,17.1
Aug-97,17.2,17,16.9,-4.9,-2.3,-5.2,17.2,0.6,9.7,-0.1,17.3,17.1,16.9,-4.3,-14.6,-9.7,15,4,5.8,-0.8,15.6
Sep-97,19.1,21.1,15.8,-1.8,0.1,-4.4,12.9,-1.4,-2.7,-3,24.8,30.9,36,2.5,-9.7,-0.5,30.3,13.9,3.2,8.4,17.5
Oct-97,19.3,17.1,14.3,-7.2,-8.7,-12.2,17.1,1.1,2.6,-0.5,28.2,28.2,27.9,-12.9,-14.2,-7,34.7,13.8,15.8,4.3,15.5
Nov-97,19.8,17.4,15.4,-5.9,-6,-7.1,17.6,5.3,3.6,-1.7,29.7,28.9,26.2,4.3,-8,-5,34.3,14.4,9.3,6.3,19.3
Dec-97,15.6,16.2,12.2,-7.8,-8.1,-8.2,20.3,1.9,9.4,1.8,26.9,27.8,27.3,7.4,-5.4,1.6,28.7,18.1,15.1,10.5,23
Jan-98,18.6,15,16.4,8.6,7.3,-4.7,16.3,3.3,0.8,6.1,18.5,29.1,22.9,4.9,3.7,2.7,27.5,12.1,15.1,10.8,17.6
Feb-98,13.2,21.9,16.7,-0.3,-5.7,-6.9,11.2,0.4,15.1,9,15.6,24.6,24.9,-0.4,-3.5,-8.5,24,12,10.9,4.3,15.1
Mar-98,10.4,14.7,12.4,-2.4,-4.4,-2.9,9.9,-1.9,9,-0.2,27.7,28.5,35.2,0,-1.8,-9.3,22.5,8.2,12.5,7.8,21.7
Apr-98,8.7,11.1,13.9,-4.6,-4.7,-16.2,3,0.8,-4.6,-9.1,22.5,29.8,25.1,-2.7,-4.8,-5.6,23,9.7,8,-3.2,21.4
May-98,13.2,16.2,11.6,-0.1,1.2,-1.4,2.8,-1.3,4.5,-1.1,23.9,29.5,30.4,2.5,-4.7,-12.2,20.5,10.9,2.6,4,16.7
Jun-98,24.1,17.5,21.3,2.2,-5.9,-6.7,2.9,-2.5,5.8,4.7,6.1,13.4,15.3,-5.6,-7.3,-5.8,27.3,8.3,1.4,-4.2,19.7
Jul-98,8.3,8.8,6.6,5.9,5.6,-10.1,-4.6,-6.6,4.5,-3.8,-5.1,2.9,-2.5,-23.5,-18.1,-11.6,26.1,9.6,0.6,-14.5,12.5
Aug-98,10.4,10.6,18.1,-6.6,0.3,-14.2,-7.6,-8.4,5.7,-2.4,5.9,19.4,19.5,-3.7,-9.1,-12,15.4,5.7,9.8,0.5,19.2
Sep-98,-14.2,-1.5,8.2,-9.5,-5.8,-14.8,-4.9,-10.9,0.7,-3.7,2.5,14.5,12.2,-3.5,-5.8,-18.2,9.9,-3.1,6.8,-11.3,2.9
Oct-98,3.5,7.6,15.1,-10.3,-1.3,-15,-9.7,-11.7,8.5,-0.6,2.4,14.8,11.3,-3.1,-10.5,-6.5,5.9,1.2,5.6,-6.9,9.7
Nov-98,-4.7,-7,-0.5,-11,-8.2,-14.2,-9.2,-14.2,3,-17.9,10.2,18.2,9.4,-5.8,-15.1,-20.4,1.1,4.5,-7.6,-8.2,16.5
Dec-98,4.6,7.1,14.3,-4.5,-6.9,-15.7,-8.1,-11.8,3.3,6.9,17.3,30.1,27.6,-2.2,-12.7,-20.1,13.8,2.8,8.3,-1.8,11.3
Jan-99,13.8,18.5,17.2,-4.3,8.7,-17.5,-7.6,-14.4,2.1,-7,26.1,31.2,27.1,0.9,-1.8,2.6,16.2,4.4,11.4,14,20.4
Feb-99,15.1,17.5,14.1,-5.8,-3.3,-9.6,-6.8,-6.3,-0.5,-6.7,25.4,26.9,28.1,2.6,-7.4,-9,11.6,2.9,10.1,5.6,22.2
Mar-99,4.3,19.5,12.7,-2.6,-6.4,-10.4,0.8,-8.9,-1.2,7.4,22.1,27,27.3,-9.5,-13.4,-6.5,15,3.4,11.6,3.7,19.1
Apr-99,20.6,18.2,12,-1,-0.3,-1,2.2,-7.9,2.7,8.1,22.4,25,27.9,0.4,-8.3,-3.3,14.9,-2.8,6.2,8.7,23.3
May-99,13.1,19,16.3,-5.5,-5.7,-16.1,2.6,-7.4,3.4,1.2,24.6,25.3,31.3,8.3,-6.1,0.6,20.4,1.1,7.7,9.8,23.7
Jun-99,5.8,14.3,10.5,-8.2,-1.2,-11.8,9,-10.6,1.8,6.2,12.5,23.9,23.1,-0.2,-11.5,-17.1,23.9,4.7,6.6,5.3,21.4
Jul-99,9.8,10.8,15.6,-4.9,-4.1,-9.8,14.9,-3.8,1.1,-1.5,9.7,15.8,15.3,-3.1,-2.4,-1.8,23.6,1.8,0.7,-6.1,18.6
Aug-99,13.7,17.5,16.2,3.3,-1.7,-6.9,12.4,2.5,3.5,4.9,20.2,27.4,22.6,1.9,-3,-2.1,26.9,13.6,11.6,13.3,21.4
Sep-99,13.9,9.9,8.7,-2.3,-5.2,-2.2,11.5,2.4,8.6,-3.3,-6.4,8.7,8.5,-4.4,-9.2,-1.8,27.6,10.9,10.9,-4,23.7
Oct-99,16,28.8,25,0.3,-6.3,-9.9,27.3,5.5,9.4,6.1,10.8,22.1,22.4,-4.8,-5.6,-3.9,47.1,15.8,19.9,8.8,24.3
Nov-99,20.9,19.8,31.7,0,-0.6,8,26.9,10.8,16.7,5.9,21.1,29.6,28.3,8.9,-6.3,-1.8,39.4,11.5,21.4,12.4,19.1
Dec-99,14.2,16.6,15.2,-1,-7.9,2.9,26.1,3.5,15.7,1,27,28.5,23,8.1,-2.5,1.9,37.9,14.9,7.4,3.5,16.6
Jan-00,11.3,4.4,16,-0.9,-3.2,4.7,25,8.7,12.2,0.2,22,21.2,21.1,5.4,-9.3,-11.3,44.9,24.3,11.1,2.9,22.6
Feb-00,14.5,10.6,20.9,4.4,-0.8,-6,38.5,8.8,14.7,7,20.2,37.7,33.9,7.8,-10.6,-2.7,56.4,20.7,24.2,8.5,37.9
Mar-00,19.4,16.9,21.6,2.8,-1.1,2.7,30.1,7.6,13.5,15.3,8,17.6,12.8,9.6,2,-5,38.4,21.2,4.4,1.1,19.4
Apr-00,10,15.9,15.2,-0.1,0,5.7,30.4,16.2,13.1,5.4,4.1,7.2,5.8,3.1,-6.9,-10.9,32.2,13,5.2,-3.2,14.7
May-00,13.9,14.2,12.5,-4.4,6.9,5.5,29,5.8,7.3,4.3,6.7,8.3,8.7,-9.3,-17.9,-8.4,38.8,18.3,13.2,-6.2,20.9
Jun-00,2.6,7.1,4.8,-12.4,-11.3,-1.7,27.3,5.5,3.4,-3.9,8.3,17.6,13.2,-0.8,-5.3,-6.5,40.8,18.8,12.8,-3.1,12.4
Jul-00,4.7,7.7,14.9,-10.8,-6.3,-1.6,27.4,7,7,3.9,15.9,24.7,17.8,-1.1,-8.5,-4.5,34.2,10,10,-6.7,25.2
Aug-00,17.1,14.4,14.6,2.6,-10.3,-12.7,27.7,1.5,14.1,1,12.8,11.8,9.7,-2.4,-2.3,-9.1,35.8,16.9,12.8,-11.3,23
Sep-00,5.5,13.3,14.1,-16.6,-15.1,-1.2,24.2,-0.6,6.8,-0.4,20.6,27.6,18.9,9.9,4.8,2.9,45.2,19.1,9.7,-3.3,31.7
Oct-00,1.8,3.9,-8.6,-2.1,-5.9,6,26.2,3.6,2.1,-9.3,11.4,16.4,9.7,-2.1,-2.5,-17.4,35.7,10.6,3.5,-3.9,23.7
Nov-00,7.1,2.5,18.9,0.2,-9.8,-4.7,23.1,1.1,-4.2,-0.8,5.9,12.4,1,-11.2,-7.7,-10.8,44.4,15,-0.8,-3.4,16.4
Dec-00,-7.8,3.7,3.7,-14.9,-12,-10.2,17.6,-1.3,-10,-13.9,-3.3,4.3,7.5,-6.9,-9.2,-17.5,28.7,7.5,7.1,-4.3,26.1
Jan-01,-36.6,-28.7,-30.9,-23.3,-17.9,-9.6,15.2,-3.6,-21.2,-26.8,-9.7,5.6,-2.5,-11,-20.5,-7.5,26.4,13.4,-15.9,-5.3,5.7
