,id,year,month,cons_sent_zscore,cons_sent_chg_zscore
464,200901,2009,1,-2.025948036757878,0.26903797901098137
465,200902,2009,2,-2.4223300198514175,-1.1548101953385135
466,200903,2009,3,-2.34143573758743,0.24530717610515612
467,200904,2009,4,-1.7104603359283277,1.8590017737012476
468,200905,2009,5,-1.4192409197779718,0.8623080516566051
469,200906,2009,6,-1.2493629270235984,0.5063460080692285
470,200907,2009,7,-1.6376554818907383,-1.1310793924326865
471,200908,2009,8,-1.6619237665699345,-0.06319326167056673
472,200909,2009,9,-1.030948364910832,1.8590017737012476
473,200910,2009,10,-1.2655417834763962,-0.6801941372220157
474,200911,2009,11,-1.5244034867211553,-0.7513865459394864
475,200912,2009,12,-1.1118426471748195,1.218270095243975
476,201001,2010,1,-0.9581435108732428,0.4588844022575814
477,201002,2010,2,-1.0228589366844336,-0.1818472761996945
478,201003,2010,3,-1.0228589366844336,0.007999147046907264
479,201004,2010,4,-1.1361109318540155,-0.32423209363463906
480,201005,2010,5,-1.0228589366844336,0.34023038772845365
